"PRESTATAIRE","TYPE","ZONE_GEO","LIGNES","VISITES","PATIENTS","DEPENSES_TOTALES","FRAIS_REELS","REJETS_TOTAL","COUT_MOYEN_VISITE","COUT_MOYEN_PATIENT","TAUX_REJET","FREQUENCE_BRUTE","PART_CHRONIQUES","MEDIANE_COUT_VISITE","MEDIANE_FREQUENCE","MEDIANE_REJET","INDICE_COUT","INDICE_FREQUENCE","INDICE_REJET","PROFIL_RISQUE","INDICE_COUT_AJUSTE","INDICE_FREQ_AJUSTE","LIFT_RADIO","LIFT_LABO","LIFT_MULTI","FLAG_DEMANDE_INDUITE","SCORE_COUT","SCORE_FREQ","SCORE_ACTES","SCORE_REJET","SCORE_ANOMALIE_BRUT","SCORE_ANOMALIE","VOL_PERCENTILE","SCORE_ECONOMIE","SCORE_SAIN","SCORE_RESEAU_BRUT","SCORE_RESEAU","DECISION"
"CABINET DE CARDIOLOGIE SAINTE EUNICE","Cabinet","HORS-ABIDJAN",98,81,29,5828525,4873875,954650,71957.0987654321,200983.620689655,0.195870841989177,2.79310344827586,0.0918367346938776,35500,1.25,0,1.62625407322973,0.22307987492084,0,"Coût Élevé",1.62625407322973,0.22307987492084,1,1,1,0,0.813127036614863,0.11153993746042,0.333333333333333,0,0.377400092222585,37.7400092222585,0.950462710941753,0.186872963385137,0.622599907777415,0.513881690653372,51.3881690653372,"RENÉGOCIER"
"CABINET DE KINESITHERAPIE EMMANUEL","Cabinet","ABIDJAN",1,1,1,3e+05,2e+05,1e+05,3e+05,3e+05,0.5,1,0,35500,1.25,0,7.00492310151434,0.0815903054448871,0,"Coût Élevé",7.00492310151434,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.547087642896026,0,0.587761454183267,0.344522110252512,34.4522110252512,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DE L'EBRIEN","Cabinet","ABIDJAN",7,6,3,859800,634800,225000,143300,286600,0.354442344045369,2,0,35500,1.25,0,3.34601826815668,0.163180610889774,0,"Coût Élevé",3.34601826815668,0.163180610889774,1,1,1,0,1,0.0815903054448871,0.333333333333333,0,0.424477091633466,42.4477091633466,0.731627653783342,0,0.575522908366534,0.376534694103282,37.6534694103282,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE ACTION DIVINE","Cabinet","ABIDJAN",2,2,2,30000,30000,0,15000,15000,0,1,0,35500,1.25,0,0.350246155075717,0.0815903054448871,0,"Économique",0.350246155075717,0.0815903054448871,1,1,1,0,0.175123077537859,0.0407951527224436,0.333333333333333,0,0.164775469078091,16.4775469078091,0.214480130647795,0.824876922462141,0.835224530921909,0.706936607483179,70.6936607483179,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE AKA-KOFFI","Cabinet","ABIDJAN",3,3,2,68400,68400,0,22800,34200,0,1.5,0,35500,1.25,0,0.53237415571509,0.122385458167331,0,"Économique",0.53237415571509,0.122385458167331,1,1,1,0,0.266187077857545,0.0611927290836653,0.333333333333333,0,0.198213942082363,19.8213942082363,0.328796951551443,0.733812922142455,0.801786057917637,0.679998982334325,67.9998982334325,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE AOLIA","Cabinet","HORS-ABIDJAN",4,4,4,83200,83200,0,20800,20800,0,1,0,35500,1.25,0,0.485674668371661,0.0815903054448871,0,"Économique",0.485674668371661,0.0815903054448871,1,1,1,0,0.242837334185831,0.0407951527224436,0.333333333333333,0,0.185089746072482,18.5089746072482,0.351660315732172,0.75716266581417,0.814910253927518,0.699161231043109,69.9161231043109,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE AVENUE 21","Cabinet","ABIDJAN",23,18,15,860000,710000,150000,47777.7777777778,57333.3333333333,0.211267605633803,1.2,0,35500,1.25,0,1.11559886431525,0.0979083665338645,0,"Standard",1.11559886431525,0.0979083665338645,1,1,1,0,0.557799432157624,0.0489541832669323,0.333333333333333,0,0.282026084627367,28.2026084627367,0.732172019597169,0.442200567842376,0.717973915372633,0.610504197205438,61.0504197205438,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE AZUR","Cabinet","ABIDJAN",11,3,2,124000,124000,0,41333.3333333333,62000,0,1.5,0,35500,1.25,0,0.965122738430865,0.122385458167331,0,"Standard",0.965122738430865,0.122385458167331,1,1,1,0,0.482561369215433,0.0611927290836653,0.333333333333333,0,0.263126229489729,26.3126229489729,0.40446379967338,0.517438630784567,0.736873770510271,0.582617720452611,58.2617720452611,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE B. CONCEPTS","Cabinet","ABIDJAN",2,2,2,30000,30000,0,15000,15000,0,1,0,35500,1.25,0,0.350246155075717,0.0815903054448871,0,"Économique",0.350246155075717,0.0815903054448871,1,1,1,0,0.175123077537859,0.0407951527224436,0.333333333333333,0,0.164775469078091,16.4775469078091,0.214480130647795,0.824876922462141,0.835224530921909,0.706936607483179,70.6936607483179,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE BASE NAVALE LOCODJORO","Cabinet","ABIDJAN",3,2,1,91200,91200,0,45600,91200,0,2,0,35500,1.25,0,1.06474831143018,0.163180610889774,0,"Standard",1.06474831143018,0.163180610889774,1,1,1,0,0.53237415571509,0.0815903054448871,0.333333333333333,0,0.284189338347993,28.4189338347993,0.363636363636364,0.46762584428491,0.715810661652007,0.546101875102039,54.6101875102039,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE BEAU SOURIRE","Cabinet","HORS-ABIDJAN",1,1,1,15000,15000,0,15000,15000,0,1,0,35500,1.25,0,0.350246155075717,0.0815903054448871,0,"Économique",0.350246155075717,0.0815903054448871,1,1,1,0,0.175123077537859,0.0407951527224436,0.333333333333333,0,0.164775469078091,16.4775469078091,0.119760479041916,0.824876922462141,0.835224530921909,0.687992677162004,68.7992677162003,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE BEL AIR","Cabinet","ABIDJAN",11,10,7,357100,324600,32500,35710,51014.2857142857,0.100123228589033,1.42857142857143,0,35500,1.25,0,0.833819346516924,0.116557579206982,0,"Économique",0.833819346516924,0.116557579206982,1,1,1,0,0.416909673258462,0.0582787896034908,0.333333333333333,0,0.242556538858586,24.2556538858586,0.575394665215024,0.583090326741538,0.757443461141414,0.651292448196186,65.1292448196186,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE BLESSING FIELD","Cabinet","ABIDJAN",26,21,21,3726833.33333333,2335000,1391833.33333333,177468.253968254,177468.253968254,0.596074232690934,1,0,35500,1.25,0,4.14383824002545,0.0815903054448871,0,"Coût Élevé",4.14383824002545,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.917256396298312,0,0.587761454183267,0.418555860932969,41.8555860932969,"RENÉGOCIER"
"CABINET DENTAIRE CHARDY","Cabinet","ABIDJAN",65,51,26,5145311.11111111,3729200,1416111.11111111,100888.453159041,197896.581196581,0.379735898077634,1.96153846153846,0.307692307692308,35500,1.25,0,2.08164468865585,0.15628372293164,0,"Coût Élevé",2.08164468865585,0.15628372293164,1,1,1,0,1,0.0781418614658201,0.333333333333333,0,0.423442558439746,42.3442558439746,0.941208492106696,0,0.576557441560254,0.418864675045441,41.8864675045441,"RENÉGOCIER"
"CABINET DENTAIRE CHOUMALI","Cabinet","ABIDJAN",1,1,1,17000,17000,0,17000,17000,0,1,0,35500,1.25,0,0.396945642419146,0.0815903054448871,0,"Économique",0.396945642419146,0.0815903054448871,1,1,1,0,0.198472821209573,0.0407951527224436,0.333333333333333,0,0.171780392179605,17.1780392179605,0.143168209036473,0.801527178790427,0.828219607820395,0.680532356451623,68.0532356451623,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE CHRIST ROI","Hopital","HORS-ABIDJAN",2,2,2,47000,47000,0,23500,23500,0,1,0,15500,1,0,0.54871897628529,0.0815903054448871,0,"Économique",0.54871897628529,0.0815903054448871,1,1,1,0,0.274359488142645,0.0407951527224436,0.333333333333333,0,0.194546392259527,19.4546392259527,0.278170930865542,0.725640511857355,0.805453607740473,0.66807183401224,66.807183401224,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE CISSE ALPHA","Cabinet","ABIDJAN",13,11,9,512800,512800,0,46618.1818181818,56977.7777777778,0,1.22222222222222,0.0769230769230769,35500,1.25,0,1.0459566328082,0.0974641806592135,0,"Standard",1.0459566328082,0.0974641806592135,1,1,1,0,0.522978316404101,0.0487320903296067,0.333333333333333,0,0.271513122020112,27.1513122020112,0.63745236799129,0.477021683595899,0.728486877979888,0.609693898228573,60.9693898228573,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE DE KOUMASSI","Cabinet","ABIDJAN",11,10,6,243600,243600,0,24360,40600,0,1.66666666666667,0,35500,1.25,0,0.568799755842965,0.135983842408145,0,"Économique",0.568799755842965,0.135983842408145,1,1,1,0,0.284399877921482,0.0679919212040726,0.333333333333333,0,0.205717539737666,20.5717539737666,0.508982035928144,0.715600122078518,0.794282460262334,0.705749440121969,70.5749440121969,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE DE LA 9EME TRANCHE","Cabinet","ABIDJAN",43,38,24,1409733.33333333,1226400,183333.333333333,37098.2456140351,58738.8888888889,0.149489019352033,1.58333333333333,0.0232558139534884,35500,1.25,0,0.856148800652069,0.128072325705525,0,"Économique",0.856148800652069,0.128072325705525,1,1,1,0,0.428074400326034,0.0640361628527626,0.333333333333333,0,0.247633168953639,24.7633168953639,0.808927599346761,0.571925599673966,0.752366831046361,0.691502492157483,69.1502492157483,"CONSERVER"
"CABINET DENTAIRE DE LA CLINIQUE AIBEF","Clinique","ABIDJAN",24,20,13,1337066.66666667,1224800,112266.666666667,66853.3333333333,102851.282051282,0.0916612236011322,1.53846153846154,0,42616.7291666667,1.45454545454545,0.0745173990347981,1.56100819693302,0.125523546838288,1.23006472029879,"Coût Élevé",1.56100819693302,0.125523546838288,1,0,0,0,0.780504098466509,0.0627617734191439,0.333333333333333,0.615032360149395,0.414482997580635,41.4482997580635,0.800217746325531,0.219495901533491,0.585517002419365,0.482048710846248,48.2048710846248,"SURVEILLER"
"CABINET DENTAIRE DE LA ZONE 4","Cabinet","ABIDJAN",18,14,9,679200,661200,18000,48514.2857142857,75466.6666666667,0.0272232304900181,1.55555555555556,0.111111111111111,35500,1.25,0,1.06470763098711,0.121299573652438,0,"Standard",1.06470763098711,0.121299573652438,1,1,1,0,0.532353815493553,0.0606497868262188,0.333333333333333,0,0.277901080695931,27.7901080695931,0.685356559608057,0.467646184506447,0.722098919304069,0.612969353445818,61.2969353445818,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE DES CITES","Cabinet","ABIDJAN",47,45,22,1454542.85714286,1253000,201542.857142857,32323.1746031746,66115.5844155844,0.160848249914491,2.04545454545455,0,35500,1.25,0,0.754737841640198,0.166889261137269,0,"Économique",0.754737841640198,0.166889261137269,1,1,1,0,0.377368920820099,0.0834446305686346,0.333333333333333,0,0.23824406541662,23.824406541662,0.813282525857376,0.622631079179901,0.76175593458338,0.716411310676788,71.6411310676788,"CONSERVER"
"CABINET DENTAIRE DES II PLATEAUX","Cabinet","ABIDJAN",26,20,11,1094013.33333333,1019000,75013.3333333333,54700.6666666667,99455.7575757576,0.0736146548904154,1.81818181818182,0.0384615384615385,35500,1.25,0,1.24928425493614,0.145587223606227,0,"Standard",1.24928425493614,0.145587223606227,1,1,1,0,0.624642127468068,0.0727936118031135,0.333333333333333,0,0.309230721781355,30.9230721781355,0.772999455634186,0.375357872531932,0.690769278218645,0.581050751427068,58.1050751427068,"SURVEILLER"
"CABINET DENTAIRE DR CHOUMALI EKRA","Cabinet","ABIDJAN",1,1,1,15000,15000,0,15000,15000,0,1,0,35500,1.25,0,0.350246155075717,0.0815903054448871,0,"Économique",0.350246155075717,0.0815903054448871,1,1,1,0,0.175123077537859,0.0407951527224436,0.333333333333333,0,0.164775469078091,16.4775469078091,0.119760479041916,0.824876922462141,0.835224530921909,0.687992677162004,68.7992677162003,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE DU CARMEL","Cabinet","ABIDJAN",6,5,2,837000,492000,345000,167400,418500,0.701219512195122,2.5,0,35500,1.25,0,3.908747090645,0.203975763612218,0,"Coût Élevé",3.908747090645,0.203975763612218,1,1,1,0,1,0.101987881806109,0.333333333333333,0,0.430596364541833,43.0596364541833,0.724006532389766,0,0.569403635458167,0.37256276066122,37.256276066122,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE DU DOKUI","Cabinet","ABIDJAN",16,13,9,2154111.11111111,1403000,751111.111111111,165700.854700855,239345.679012346,0.53536073493308,1.44444444444444,0,35500,1.25,0,3.86907248344896,0.117852663420393,0,"Coût Élevé",3.86907248344896,0.117852663420393,1,1,1,0,1,0.0589263317101963,0.333333333333333,0,0.417677899513059,41.7677899513059,0.864452912357104,0,0.582322100486941,0.405819422666197,40.5819422666197,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE DU PLATEAU","Cabinet","ABIDJAN",29,26,15,2422333.33333333,1864000,558333.333333333,93166.6666666667,161488.888888889,0.299535050071531,1.73333333333333,0,35500,1.25,0,2.17541778541473,0.141423196104471,0,"Coût Élevé",2.17541778541473,0.141423196104471,1,1,1,0,1,0.0707115980522355,0.333333333333333,0,0.421213479415671,42.1213479415671,0.876428960261296,0,0.57878652058433,0.406800400285991,40.6800400285991,"SURVEILLER"
"CABINET DENTAIRE DU ROND POINT DU CHU","Hopital","ABIDJAN",40,35,19,2089393.33333333,1834000,255393.333333333,59696.9523809524,109968.070175439,0.139254816430389,1.84210526315789,0.025,15500,1,0,1.37630547226815,0.148666952274425,0,"Coût Élevé",1.37630547226815,0.148666952274425,1,1,1,0,0.688152736134077,0.0743334761372125,0.333333333333333,0,0.328745863681387,32.8745863681387,0.860097985846489,0.311847263865923,0.671254136318613,0.565260157243112,56.5260157243112,"SURVEILLER"
"CABINET DENTAIRE DU SOURIRE","Cabinet","ABIDJAN",23,15,12,499600,499600,0,33306.6666666667,41633.3333333333,0,1.25,0,35500,1.25,0,0.777702129225904,0.101987881806109,0,"Économique",0.777702129225904,0.101987881806109,1,1,1,0,0.388851064612952,0.0509939409030545,0.333333333333333,0,0.231953501654802,23.1953501654802,0.634186173108329,0.611148935387048,0.768046498345198,0.678515408114564,67.8515408114564,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE EKONDE","Cabinet","ABIDJAN",4,4,3,701800,426800,275000,175450,233933.333333333,0.644329896907217,1.33333333333333,0,35500,1.25,0,4.0967125272023,0.108787073926516,0,"Coût Élevé",4.0967125272023,0.108787073926516,1,1,1,0,1,0.0543935369632581,0.333333333333333,0,0.416318061088977,41.6318061088977,0.690800217746325,0,0.583681938911023,0.371632819113674,37.1632819113674,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE EL RADI","Cabinet","ABIDJAN",14,14,12,356200,340200,16000,25442.8571428571,29683.3333333333,0.0470311581422693,1.16666666666667,0,35500,1.25,0,0.594084192561764,0.0951886896857016,0,"Économique",0.594084192561764,0.0951886896857016,1,1,1,0,0.297042096280882,0.0475943448428508,0.333333333333333,0,0.20339093233712,20.339093233712,0.574305933587371,0.702957903719118,0.79660906766288,0.714687975270273,71.4687975270273,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE EMES","Cabinet","ABIDJAN",1,1,1,15000,15000,0,15000,15000,0,1,0,35500,1.25,0,0.350246155075717,0.0815903054448871,0,"Économique",0.350246155075717,0.0815903054448871,1,1,1,0,0.175123077537859,0.0407951527224436,0.333333333333333,0,0.164775469078091,16.4775469078091,0.119760479041916,0.824876922462141,0.835224530921909,0.687992677162004,68.7992677162003,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE EMMANUEL SARL","Cabinet","ABIDJAN",35,27,20,3474400,2334400,1140000,128681.481481481,173720,0.488348183687457,1.35,0.0285714285714286,35500,1.25,0,2.95567528121338,0.109010785162514,0,"Coût Élevé",2.95567528121338,0.109010785162514,1,1,1,0,1,0.0545053925812572,0.333333333333333,0,0.416351617774377,41.6351617774377,0.911268372346217,0,0.583648382225623,0.415713027359493,41.5713027359493,"RENÉGOCIER"
"CABINET DENTAIRE EMPT","Cabinet","ABIDJAN",5,3,2,191600,191600,0,63866.6666666667,95800,0,1.5,0,35500,1.25,0,1.4912702958335,0.122385458167331,0,"Coût Élevé",1.4912702958335,0.122385458167331,1,1,1,0,0.745635147916749,0.0611927290836653,0.333333333333333,0,0.342048363100124,34.2048363100124,0.465432770821992,0.254364852083251,0.657951636899876,0.458013149757649,45.8013149757649,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE FATIMA","Cabinet","ABIDJAN",3,3,1,89600,89600,0,29866.6666666667,89600,0,3,0,35500,1.25,0,0.697379010995206,0.244770916334661,0,"Économique",0.697379010995206,0.244770916334661,1,1,1,0,0.348689505497603,0.122385458167331,0.333333333333333,0,0.24132248909948,24.132248909948,0.358737071311922,0.651310494502397,0.75867751090052,0.635742616423551,63.5742616423551,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE FAYA CARREFOUR","Cabinet","ABIDJAN",13,12,9,1705733.33333333,1023000,682733.333333333,142144.444444444,189525.925925926,0.667383512544803,1.33333333333333,0,35500,1.25,0,3.31903634213604,0.108787073926516,0,"Coût Élevé",3.31903634213604,0.108787073926516,1,1,1,0,1,0.0543935369632581,0.333333333333333,0,0.416318061088977,41.6318061088977,0.835057158410452,0,0.583681938911023,0.400484207246499,40.0484207246499,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE FRANCHET D'ESPEREY","Cabinet","ABIDJAN",3,2,2,103000,103000,0,51500,51500,0,1,0,35500,1.25,0,1.2025117990933,0.0815903054448871,0,"Standard",1.2025117990933,0.0815903054448871,1,1,1,0,0.601255899546648,0.0407951527224436,0.333333333333333,0,0.292615315680727,29.2615315680727,0.378878606423517,0.398744100453352,0.707384684319273,0.518227235193753,51.8227235193753,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE HORIZON","Cabinet","ABIDJAN",9,8,3,206200,206200,0,25775,68733.3333333333,0,2.66666666666667,0,35500,1.25,0,0.601839643138441,0.217574147853032,0,"Économique",0.601839643138441,0.217574147853032,1,1,1,0,0.30091982156922,0.108787073926516,0.333333333333333,0,0.222912068648721,22.2912068648721,0.480675013609145,0.69908017843078,0.777087931351279,0.686602246634653,68.6602246634653,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE ISA","Cabinet","ABIDJAN",10,6,5,220400,220400,0,36733.3333333333,44080,0,1.2,0,35500,1.25,0,0.857713917540978,0.0979083665338645,0,"Économique",0.857713917540978,0.0979083665338645,1,1,1,0,0.428856958770489,0.0489541832669323,0.333333333333333,0,0.243343342611226,24.3343342611226,0.491562329885683,0.571143041229511,0.756656657388774,0.62943234542445,62.943234542445,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE IVOIRE","Cabinet","HORS-ABIDJAN",5,5,4,79200,79200,0,15840,19800,0,1.25,0,35500,1.25,0,0.369859939759957,0.101987881806109,0,"Économique",0.369859939759957,0.101987881806109,1,1,1,0,0.184929969879979,0.0509939409030545,0.333333333333333,0,0.17077717323491,17.077717323491,0.344039194338596,0.815070030120021,0.82922282676509,0.726524981621764,72.6524981621764,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE L'EMMANUEL","Cabinet","ABIDJAN",21,12,7,407400,407400,0,33950,58200,0,1.71428571428571,0.142857142857143,35500,1.25,0,0.764215197370982,0.135824567737584,0,"Économique",0.764215197370982,0.135824567737584,1,1,1,0,0.382107598685491,0.067912283868792,0.333333333333333,0,0.235005964766285,23.5005964766285,0.600979858464888,0.617892401314509,0.764994035233715,0.673350546312267,67.3350546312267,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE LA BERACA","Cabinet","ABIDJAN",8,3,3,131200,131200,0,43733.3333333333,43733.3333333333,0,1,0,35500,1.25,0,1.02116212324298,0.0815903054448871,0,"Standard",1.02116212324298,0.0815903054448871,1,1,1,0,0.51058106162149,0.0407951527224436,0.333333333333333,0,0.26541286430318,26.541286430318,0.413718018508438,0.48941893837851,0.73458713569682,0.57234603333182,57.234603333182,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE LA NOUVELLE PERGOLA","Cabinet","ABIDJAN",12,11,6,1067600,759800,307800,97054.5454545455,177933.333333333,0.405106607001843,1.83333333333333,0,35500,1.25,0,2.2661987585384,0.14958222664896,0,"Coût Élevé",2.2661987585384,0.14958222664896,1,1,1,0,1,0.0747911133244799,0.333333333333333,0,0.422437333997344,42.2437333997344,0.768644529123571,0,0.577562666002656,0.384753972225777,38.4753972225777,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE LAS PALMAS","Cabinet","ABIDJAN",4,4,4,578333.333333333,395000,183333.333333333,144583.333333333,144583.333333333,0.464135021097046,1,0,35500,1.25,0,3.37598377253538,0.0815903054448871,0,"Coût Élevé",3.37598377253538,0.0815903054448871,1,1,1,0,1,0.0407951527224436,0.333333333333333,0,0.412238545816733,41.2238545816733,0.655960805661404,0,0.587761454183267,0.366296742805588,36.6296742805588,"SURVEILLER (FAIBLE VOLUME)"
"CABINET DENTAIRE LATRILLE","Cabinet","ABIDJAN",43,39,16,4711466.66666667,3284800,1426666.66666667,120806.837606838,294466.666666667,0.434323753856145,2.4375,0,35500,1.25,0,2.82080869191009,0.198876369521912,0,"Coût Élevé",2.82080869191009,0.198876369521912,1,1,1,0,1,0.0994381847609562,0.333333333333333,0,0.429831455428287,42.9831455428287,0.931409907457812,0,0.570168544571713,0.414349399320248,41.4349399320248,"RENÉGOCIER"
